timestamp,totalCpuUsage,appUsage,core0_enabled,core1_enabled,core2_enabled,core3_enabled,core4_enabled,core5_enabled,core6_enabled,core7_enabled,core0,core1,core2,core3,core4,core5,core6,core7
782,31.64557,0.0,true,true,true,true,false,false,false,false,1586000.0,1586000.0,1586000.0,1586000.0,0.0,0.0,0.0,0.0
982,18.21382,0.0,true,true,true,true,false,false,false,false,1528222.2,1528222.2,1528222.2,1528222.2,0.0,0.0,0.0,0.0
1182,9.27628,3.6888,true,true,true,true,false,false,false,false,1320526.4,1320526.4,1320526.4,1320526.4,0.0,0.0,0.0,0.0
1382,16.86307,13.51288,true,true,true,true,false,false,false,false,1500200.0,1500200.0,1500200.0,1500200.0,0.0,0.0,0.0,0.0
1583,25.89969,7.04997,true,true,true,true,false,false,false,false,929809.5,929809.5,929809.5,929809.5,0.0,0.0,0.0,0.0
1783,21.18033,0.0,true,true,true,true,true,true,true,true,1305230.8,1305230.8,1305230.8,1305230.8,1447333.4,1447333.4,1447333.4,1447333.4
1983,0.0,5.0,true,true,true,true,true,true,true,true,1586000.0,1586000.0,1586000.0,1586000.0,1586000.0,1586000.0,1586000.0,1586000.0
2183,6.5889,4.36066,true,true,true,true,true,true,true,true,1544400.0,1544400.0,1544400.0,1544400.0,1518400.0,1518400.0,1518400.0,1518400.0
2383,36.25,6.17165,true,true,true,true,true,true,true,true,1513200.0,1513200.0,1513200.0,1513200.0,1482000.0,1482000.0,1482000.0,1482000.0
2583,9.25747,4.79193,true,true,true,true,true,true,true,true,1482000.0,1482000.0,1482000.0,1482000.0,1482000.0,1482000.0,1482000.0,1482000.0
2784,8.22765,5.8769,true,true,true,true,true,true,true,true,1482000.0,1482000.0,1482000.0,1482000.0,1482000.0,1482000.0,1482000.0,1482000.0
2984,16.19356,0.00119,true,true,true,true,false,false,false,false,1177176.5,1177176.5,1161888.9,1161888.9,0.0,0.0,0.0,0.0
3185,0.28566,7.92808,true,true,true,true,false,false,false,false,1405800.0,1405800.0,1432315.8,1432315.8,0.0,0.0,0.0,0.0
3386,27.18198,9.65334,true,true,true,true,false,false,false,false,1208700.0,1208700.0,1208700.0,1208700.0,0.0,0.0,0.0,0.0
3586,16.25826,8.67512,true,true,true,true,false,false,false,false,1398800.0,1398800.0,1398800.0,1380476.2,0.0,0.0,0.0,0.0
3786,12.57477,8.38537,true,true,true,true,false,false,false,false,1000750.0,1000750.0,1000750.0,1000173.94,0.0,0.0,0.0,0.0
3986,11.90316,8.26342,true,true,true,true,false,false,false,false,915062.5,910588.25,910588.25,910588.25,0.0,0.0,0.0,0.0
4186,17.26544,10.31607,true,true,true,true,false,false,false,false,928200.0,932894.75,932894.75,931350.0,0.0,0.0,0.0,0.0
4386,13.57631,8.63272,true,true,true,true,false,false,false,false,1182900.0,1182900.0,1182900.0,1197684.2,0.0,0.0,0.0,0.0
4587,19.94587,7.97835,true,true,true,true,false,false,false,false,1482285.8,1482285.8,1482285.8,1482285.8,0.0,0.0,0.0,0.0
4788,20.69683,9.13514,true,true,true,true,false,false,false,false,1045680.0,1045680.0,1045680.0,1045680.0,0.0,0.0,0.0,0.0
4988,12.87664,9.65748,true,true,true,true,false,false,false,false,1079466.6,1079466.6,1079466.6,1079466.6,0.0,0.0,0.0,0.0
5188,20.07397,8.94998,true,true,true,true,false,false,false,false,1330750.0,1330750.0,1330750.0,1330750.0,0.0,0.0,0.0,0.0
5388,16.28439,13.54993,true,true,true,true,false,false,false,false,1225736.9,1225736.9,1225736.9,1225736.9,0.0,0.0,0.0,0.0
5589,26.5336,15.80725,true,true,true,true,false,false,false,false,1575600.0,1575600.0,1576095.2,1576095.2,0.0,0.0,0.0,0.0
5789,28.57143,16.88312,true,true,true,true,false,false,false,false,1586000.0,1586000.0,1586000.0,1586000.0,0.0,0.0,0.0,0.0
